platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Twitter,Text,55,78803,2735,378,229,0.0424095529358019,Medium,3342
Twitter,Video,15,17419,1040,65,98,0.0690625179401802,Short,1203
Instagram,Image,16,227088,14840,2549,2037,0.0855439301063904,Short,19426
Instagram,Video,17,189821,4152,773,543,0.0288060857334014,Short,5468
Twitter,Video,68,47854,1572,226,207,0.041898273916496,Medium,2005
Facebook,Text,12,136976,1656,253,113,0.014761710080598,Short,2022
Instagram,Image,69,114796,10073,587,1289,0.1040889926478274,Medium,11949
Facebook,Text,13,102427,1253,76,36,0.0133265642848077,Short,1365
Twitter,Text,96,196628,7606,585,633,0.0448766198099965,Long,8824
Twitter,Image,6,82535,1406,128,71,0.0194462955109953,Short,1605
Instagram,Text,82,93855,7539,1236,185,0.0954664109530659,Long,8960
Twitter,Image,17,153772,14339,1653,1437,0.1133431313893296,Short,17429
Instagram,Video,116,294777,17879,1103,534,0.0662059794353019,Long,19516
Twitter,Image,6,118958,2683,477,95,0.0273625985641991,Short,3255
Twitter,Image,72,26055,1569,312,48,0.0740356937248128,Medium,1929
Instagram,Image,80,189086,15000,1773,2201,0.1003458743640459,Long,18974
Instagram,Text,52,149245,11142,1412,279,0.085986130188616,Medium,12833
Instagram,Image,78,12025,922,56,50,0.0854885654885654,Medium,1028
Twitter,Image,7,14549,511,54,53,0.0424771461956148,Short,618
Twitter,Image,72,16853,280,29,35,0.0204117961193852,Medium,344
Facebook,Video,10,184495,4318,841,427,0.0302772432857259,Short,5586
Instagram,Image,91,231560,22228,3313,3266,0.124404042148903,Long,28807
Twitter,Text,9,144398,9417,1575,601,0.0802850454992451,Short,11593
Twitter,Image,118,136535,10309,713,838,0.0868641740213132,Long,11860
Instagram,Image,7,294307,26757,3011,3391,0.1126680643002035,Short,33159
Facebook,Video,14,101136,8773,690,952,0.1029801455465907,Short,10415
Instagram,Image,47,128296,3804,681,181,0.0363690216374633,Medium,4666
Facebook,Text,23,246764,3757,273,318,0.0176200742409751,Short,4348
Twitter,Image,18,16075,1499,173,220,0.1176982892690513,Short,1892
Facebook,Text,25,97245,9564,555,1264,0.1170548614324644,Short,11383
Twitter,Video,47,45315,2766,401,124,0.0726249586229725,Medium,3291
Instagram,Image,32,108245,9737,1190,422,0.1048454893990484,Short,11349
Instagram,Video,25,21010,648,80,82,0.0385530699666825,Short,810
Instagram,Image,40,202505,4048,264,185,0.022206859089899,Medium,4497
Facebook,Text,28,109548,6023,765,474,0.0662905758206448,Short,7262
Twitter,Video,58,2605,216,29,9,0.0975047984644913,Medium,254
Instagram,Image,42,172517,11889,2311,260,0.0838178266489679,Medium,14460
Instagram,Text,21,275796,18577,1021,2485,0.0800700517774006,Short,22083
Twitter,Video,26,165301,1912,360,231,0.0151420741556312,Short,2503
Instagram,Image,87,222022,8564,1044,695,0.046405311185378,Long,10303
Twitter,Video,49,95439,9024,735,367,0.1060991837718333,Medium,10126
Twitter,Image,78,82266,1816,272,226,0.0281282668417086,Medium,2314
Twitter,Text,65,170996,12888,1643,859,0.0900021053124049,Medium,15390
Twitter,Text,15,40541,3175,266,336,0.0931649441306331,Short,3777
Twitter,Video,65,66658,5063,729,309,0.0915268984968045,Medium,6101
Facebook,Video,42,59327,5875,710,447,0.1185295059585011,Medium,7032
Instagram,Image,70,98434,4609,706,413,0.0581912753723307,Medium,5728
Facebook,Text,37,46654,3330,510,396,0.0907960732198739,Short,4236
Instagram,Image,47,20930,574,69,73,0.0342092689918776,Medium,716
Facebook,Text,35,133682,6145,667,477,0.0545249173411528,Short,7289
Twitter,Video,116,136590,7408,440,372,0.0601801010322864,Long,8220
Instagram,Image,39,167054,4900,607,195,0.034132675661762,Short,5702
Instagram,Image,41,11775,1078,93,69,0.1053078556263269,Medium,1240
Facebook,Text,51,158062,11768,682,1461,0.0880097683187609,Medium,13911
Facebook,Text,115,8378,297,29,16,0.0408211983767008,Long,342
Instagram,Text,104,84712,1876,118,49,0.0241170082160732,Long,2043
Facebook,Video,27,28060,1007,137,94,0.044119743406985,Short,1238
Facebook,Image,40,130067,8593,1078,209,0.0759608509460508,Medium,9880
Facebook,Text,44,208987,17633,2977,2381,0.110011627517501,Medium,22991
Twitter,Video,107,130334,7205,649,779,0.0662375128515966,Long,8633
Twitter,Text,94,120684,2320,245,123,0.0222730436511882,Long,2688
Facebook,Image,93,181065,5873,900,475,0.0400298235440311,Long,7248
Facebook,Text,85,96104,3946,785,458,0.0539935902771997,Long,5189
Twitter,Image,19,24765,1665,309,231,0.0890369473046638,Short,2205
Twitter,Video,41,192125,6186,792,826,0.040619388418998,Medium,7804
Instagram,Video,113,151540,4705,713,136,0.0366503893361488,Long,5554
Instagram,Text,8,99385,3553,461,108,0.041475071690899,Short,4122
Twitter,Image,26,104649,6627,763,647,0.0767995871914686,Short,8037
Facebook,Image,85,11174,607,85,51,0.0664936459638446,Long,743
Facebook,Image,26,48820,4186,451,243,0.0999590331831216,Short,4880
Facebook,Text,85,129518,9430,867,1385,0.0901959573186738,Long,11682
Facebook,Image,82,153170,10724,1671,1254,0.0891101390611738,Long,13649
Instagram,Image,82,140258,3354,606,366,0.0308431604614353,Long,4326
Twitter,Image,21,18722,280,26,12,0.0169853648114517,Short,318
Facebook,Image,76,111157,6213,969,353,0.0677870039673614,Medium,7535
Instagram,Text,102,76504,1258,144,124,0.0199466694551918,Long,1526
Facebook,Text,94,113760,4864,463,600,0.0521009142053445,Long,5927
Twitter,Image,113,42452,524,75,73,0.0158296428907943,Long,672
Instagram,Image,98,295414,7655,1461,847,0.0337255512602652,Long,9963
Twitter,Video,90,181383,3615,371,269,0.0234586482746453,Long,4255
Twitter,Video,84,43129,3540,580,388,0.1045236383871641,Long,4508
Instagram,Image,98,240881,9912,963,287,0.0463382334015551,Long,11162
Instagram,Image,84,11387,194,33,19,0.0216035830332835,Long,246
Instagram,Video,42,29394,996,163,135,0.044022589644145,Medium,1294
Instagram,Video,28,257236,18380,3029,1889,0.0905705266758929,Short,23298
Instagram,Image,104,192708,14859,2966,311,0.094111297922245,Long,18136
Instagram,Text,103,40241,836,59,92,0.0245272234785417,Long,987
Instagram,Text,10,33337,2669,289,305,0.0978792332843387,Short,3263
Facebook,Image,72,103992,4508,651,407,0.0535233479498422,Medium,5566
Twitter,Image,86,6804,484,67,61,0.0899470899470899,Long,612
Instagram,Video,10,62450,4398,734,203,0.0854283426741393,Short,5335
Facebook,Video,30,185831,15130,862,1107,0.0920137113829231,Short,17099
Facebook,Text,105,62529,4548,708,568,0.0931407826768379,Long,5824
Facebook,Image,95,125766,1697,272,167,0.0169839225227804,Long,2136
Twitter,Video,45,33334,1891,111,282,0.0685186296274074,Medium,2284
Instagram,Text,79,68452,1708,223,49,0.028925378367323,Medium,1980
Facebook,Text,42,140583,13678,1186,707,0.1107601914883022,Medium,15571
Twitter,Text,84,174037,5747,978,263,0.0401523813901641,Long,6988
Twitter,Video,87,109018,5212,299,765,0.0575684749307453,Long,6276
Twitter,Video,47,41440,1148,82,152,0.0333494208494208,Medium,1382
Facebook,Image,57,66118,1462,96,54,0.0243806527723161,Medium,1612
Instagram,Image,19,90263,5784,345,381,0.0721225751415308,Short,6510
Facebook,Text,94,129775,7057,988,189,0.0634482758620689,Long,8234
Facebook,Text,60,52217,2282,411,233,0.0560353907731198,Medium,2926
Instagram,Video,109,221402,3916,495,246,0.0210341369996657,Long,4657
Instagram,Video,60,73517,5604,457,299,0.0865106029897846,Medium,6360
Instagram,Image,35,148857,1567,159,137,0.0125153670972812,Short,1863
Twitter,Image,87,56740,2904,302,358,0.0628128304547056,Long,3564
Instagram,Image,61,106119,7102,836,514,0.0796464346629727,Medium,8452
Facebook,Video,55,204704,9982,1128,1182,0.0600476785993434,Medium,12292
Instagram,Text,28,18950,404,60,31,0.0261213720316622,Short,495
Facebook,Image,62,198714,15905,1606,761,0.091951246515092,Medium,18272
Twitter,Image,77,184241,7213,1077,562,0.048045766143258,Medium,8852
Facebook,Video,91,75209,1664,219,149,0.0270180430533579,Long,2032
Facebook,Image,8,70278,4183,239,334,0.0676740943111642,Short,4756
Instagram,Text,14,43488,509,95,28,0.0145327446651949,Short,632
Instagram,Video,67,181113,7093,543,312,0.0438842048886606,Medium,7948
Facebook,Image,77,6534,506,59,72,0.0974900520355065,Medium,637
Instagram,Image,87,85221,7852,1508,460,0.1152298142476619,Long,9820
Twitter,Video,19,73121,4625,402,516,0.0758058560468264,Short,5543
Twitter,Video,119,76090,2251,120,144,0.0330529635957418,Long,2515
Instagram,Image,102,114777,3420,422,499,0.0378211662615332,Long,4341
Twitter,Text,110,189382,12186,1018,1809,0.0792736374101023,Long,15013
Instagram,Video,67,6634,309,42,39,0.0587880615013566,Medium,390
Facebook,Text,23,19908,516,89,49,0.0328511151295961,Short,654
Facebook,Image,117,155382,12565,1591,1136,0.0984155178849544,Long,15292
Twitter,Text,67,82653,2316,339,145,0.0338765683036308,Medium,2800
Instagram,Image,60,210219,8187,1227,293,0.0461756549122581,Medium,9707
Instagram,Image,25,197644,3069,531,92,0.0186800510007893,Short,3692
Twitter,Image,38,71400,5221,799,420,0.0901960784313725,Short,6440
Facebook,Image,119,200675,6978,1370,1027,0.0467173290145758,Long,9375
Twitter,Text,21,118107,3656,432,190,0.0362213924661535,Short,4278
Facebook,Image,22,206879,7717,444,566,0.0421840786160025,Short,8727
Instagram,Image,85,213436,18925,2064,1956,0.1075029517044922,Long,22945
Facebook,Text,70,115436,6536,1150,429,0.0702986936484285,Medium,8115
Twitter,Video,55,33131,802,56,16,0.026380127373155,Medium,874
Instagram,Text,69,59470,4739,760,338,0.0981503278964183,Medium,5837
Twitter,Text,47,121688,3499,456,435,0.036075866149497,Medium,4390
Twitter,Text,61,55283,2605,482,371,0.0625508745907421,Medium,3458
Facebook,Image,14,247502,15129,2415,843,0.0742903087651817,Short,18387
Twitter,Image,41,132263,8279,1234,1157,0.0806725992908069,Medium,10670
Facebook,Image,52,136425,2211,404,293,0.0213157412497709,Medium,2908
Instagram,Video,73,281022,23974,4464,1747,0.1074115193828241,Medium,30185
Facebook,Image,60,120743,6417,691,132,0.0599620681944294,Medium,7240
Instagram,Video,80,81668,8087,1529,1049,0.1305897046578831,Long,10665
Facebook,Image,40,11203,835,48,47,0.0830134785325359,Medium,930
Twitter,Text,35,12322,1223,201,144,0.127252069469242,Short,1568
Facebook,Image,59,79831,4056,407,382,0.0606907091230223,Medium,4845
Facebook,Video,42,192847,4371,538,213,0.026559915373327,Medium,5122
Instagram,Video,119,40925,3088,541,321,0.0965180207697006,Long,3950
Twitter,Image,77,24247,1939,282,231,0.1011259124840186,Medium,2452
Facebook,Text,112,110930,9623,1141,785,0.10411070044172,Long,11549
Twitter,Image,94,150412,5584,416,654,0.0442384916097119,Long,6654
Facebook,Image,19,219850,12303,2348,893,0.0707027518762792,Short,15544
Facebook,Image,20,122496,10678,1066,1574,0.1087219174503657,Short,13318
Twitter,Text,81,155594,13665,890,699,0.098037199377868,Long,15254
Facebook,Video,93,178666,2199,296,266,0.0154534158709547,Long,2761
Twitter,Text,98,79631,5604,621,658,0.0864361869121322,Long,6883
Facebook,Video,57,49335,3164,438,281,0.0787068004459308,Medium,3883
Instagram,Video,60,259192,4535,385,297,0.0201279360474088,Medium,5217
Twitter,Video,11,90961,8524,910,664,0.1110146106573146,Short,10098
Facebook,Text,61,37723,1889,370,192,0.0649736235188081,Medium,2451
Facebook,Image,59,209812,14830,2824,1319,0.090428574152098,Medium,18973
Instagram,Image,56,9991,893,160,106,0.1160044039635672,Medium,1159
Twitter,Image,8,169905,3688,615,246,0.0267737853506371,Short,4549
Facebook,Image,47,150139,13065,960,443,0.0963640359933128,Medium,14468
Instagram,Image,44,18763,1410,169,120,0.0905505516175451,Medium,1699
Facebook,Text,106,186027,15917,2533,854,0.1037698828664656,Long,19304
Twitter,Text,34,46863,2555,228,255,0.0648272624458528,Short,3038
Facebook,Text,14,20408,265,14,23,0.014798118384947,Short,302
Facebook,Text,98,159248,11202,1262,1358,0.0867954385612378,Long,13822
Facebook,Text,107,169169,7394,841,700,0.0528170054797273,Long,8935
Facebook,Text,11,185922,8592,513,652,0.0524789965684534,Short,9757
Instagram,Text,40,189918,9441,926,335,0.0563506355374424,Medium,10702
Instagram,Image,39,119177,6478,1215,230,0.0664809485051645,Short,7923
Twitter,Video,92,168866,11748,1028,1212,0.0828349105207679,Long,13988
Instagram,Text,43,199396,15036,2035,2022,0.0957541776164015,Medium,19093
Instagram,Video,40,268155,21429,2639,1584,0.0956610915328821,Medium,25652
Twitter,Text,113,156499,11024,1976,981,0.0893360340960645,Long,13981
Instagram,Text,24,43392,3571,528,345,0.1024151917404129,Short,4444
Instagram,Image,53,260055,5459,402,447,0.024256407298456,Medium,6308
Twitter,Video,100,60990,5203,371,144,0.0937530742744712,Long,5718
Twitter,Image,63,183924,8249,1102,796,0.0551695265435723,Medium,10147
Twitter,Image,107,148301,8540,486,323,0.0630407077497791,Long,9349
Facebook,Video,53,81780,4010,437,369,0.0588897040841281,Medium,4816
Facebook,Image,94,216210,11419,1254,1379,0.0649923685305952,Long,14052
Twitter,Text,30,158374,5652,449,117,0.0392614949423516,Short,6218
Twitter,Text,40,25536,645,61,48,0.0295269423558897,Medium,754
Twitter,Text,47,89746,1744,173,203,0.023622222717447,Medium,2120
Facebook,Text,103,8585,434,22,38,0.0575422248107163,Long,494
Facebook,Text,47,183202,3897,665,197,0.0259767906463903,Medium,4759
Instagram,Image,103,248481,7963,1541,881,0.0417939399793143,Long,10385
Instagram,Image,80,62210,1370,127,166,0.0267320366500562,Long,1663
Twitter,Text,37,138528,2745,183,184,0.0224647724647724,Short,3112
Facebook,Text,104,125365,11210,2163,657,0.1119132134168228,Long,14030
Facebook,Image,82,187933,13279,2139,1206,0.0884570565041796,Long,16624
Facebook,Video,101,171361,15960,2931,1077,0.1165259306376596,Long,19968
Twitter,Image,114,11775,800,83,102,0.0836518046709129,Long,985
Instagram,Image,49,200953,17273,2117,2094,0.1069105711285723,Medium,21484
Twitter,Image,49,16099,965,182,58,0.0748493695260575,Medium,1205
Instagram,Image,92,248362,12824,1525,1018,0.0618733944806371,Long,15367
Instagram,Image,19,218423,12573,1896,1705,0.0740489783585062,Short,16174
Twitter,Video,99,124863,4847,754,189,0.0463708224213738,Long,5790
Instagram,Text,21,114478,7923,1391,935,0.0895281189398836,Short,10249
Instagram,Text,16,60700,5508,1081,337,0.1141021416803953,Short,6926
Facebook,Video,26,5539,445,44,15,0.0909911536378407,Short,504
Instagram,Text,27,113609,5859,510,206,0.0578739360437993,Short,6575
Twitter,Text,94,80735,7738,477,432,0.1071034867157986,Long,8647
Twitter,Text,82,166230,16404,2927,1496,0.125290260482464,Long,20827
Instagram,Video,16,201690,10967,1029,1513,0.066979027219991,Short,13509
Facebook,Video,118,184226,16178,929,960,0.0980697621399802,Long,18067
Facebook,Text,72,60824,634,113,29,0.0127581217940286,Medium,776
Instagram,Text,114,243344,3893,492,320,0.0193347688868433,Long,4705
Instagram,Text,55,258156,3101,544,125,0.0146035730333596,Medium,3770
Twitter,Image,17,14281,1136,151,62,0.0944611721868216,Short,1349
Instagram,Image,61,14946,256,24,37,0.0212096882108925,Medium,317
Facebook,Image,59,127128,1466,101,135,0.0133880813038827,Medium,1702
Instagram,Video,86,81427,1894,218,230,0.0287619585641126,Long,2342
Twitter,Text,111,28111,1056,57,50,0.041371705026502,Long,1163
Twitter,Video,32,185468,9611,1349,842,0.0636336187374641,Short,11802
Twitter,Video,106,35290,560,63,48,0.0190138849532445,Long,671
Twitter,Video,109,167534,9199,655,1155,0.0657120345720868,Long,11009
Twitter,Text,48,6837,221,28,5,0.0371507971332455,Medium,254
Instagram,Image,23,16801,582,99,76,0.0450568418546515,Short,757
Instagram,Text,50,159782,13417,2632,407,0.1029903243168817,Medium,16456
Instagram,Text,115,102157,10095,1303,1404,0.1253169141615356,Long,12802
Instagram,Video,111,250907,12983,901,500,0.0573280139653337,Long,14384
Twitter,Video,106,42916,1671,286,149,0.0490726069531177,Long,2106
Facebook,Video,114,147137,13805,2131,454,0.1113927835962402,Long,16390
Instagram,Image,7,67546,3717,717,290,0.0699375240576792,Short,4724
Facebook,Image,87,48474,3671,478,216,0.0900482733011511,Long,4365
Instagram,Image,24,261537,12354,1279,921,0.0556479580327066,Short,14554
Instagram,Text,29,41388,1168,227,106,0.0362665506910215,Short,1501
Facebook,Video,79,79167,5457,713,435,0.0834312276579888,Medium,6605
Twitter,Text,60,97364,6799,356,156,0.0750893554085699,Medium,7311
Instagram,Image,85,79667,4096,495,541,0.0644181405098723,Long,5132
Instagram,Video,65,270853,9289,467,300,0.0371271501515582,Medium,10056
Instagram,Image,117,53754,4561,732,672,0.1109684860661532,Long,5965
Facebook,Video,59,246291,8565,1155,1119,0.0440089162819591,Medium,10839
Twitter,Video,39,88257,6117,406,568,0.0803449018208187,Short,7091
Facebook,Text,82,231802,10328,1775,535,0.0545206685015659,Long,12638
Facebook,Text,63,8094,425,55,13,0.060909315542377,Medium,493
Twitter,Image,43,142487,4135,277,443,0.0340732838785292,Medium,4855
Facebook,Text,61,182918,12521,926,578,0.0766737007839578,Medium,14025
Twitter,Text,87,9472,287,49,33,0.0389569256756756,Long,369
Instagram,Text,71,199802,10732,1108,1376,0.0661454840291888,Medium,13216
Twitter,Video,38,38131,1508,261,224,0.0522671841808502,Short,1993
Instagram,Text,117,89943,8699,525,744,0.1108257451941785,Long,9968
Facebook,Image,45,86737,8534,738,1252,0.1213323033999331,Medium,10524
Facebook,Video,26,162020,12607,2076,496,0.0936859646957165,Short,15179
Instagram,Video,106,182980,18033,2637,2321,0.1256476117608481,Long,22991
Facebook,Text,31,183907,3718,357,248,0.0235064461929127,Short,4323
Twitter,Video,25,25115,2494,474,168,0.1248656181564801,Short,3136
Instagram,Image,45,295105,5701,465,313,0.0219548974093966,Medium,6479
Facebook,Image,35,50083,2373,421,100,0.0577840784298065,Short,2894
Instagram,Video,31,52182,1644,253,127,0.038787321298532,Short,2024
Twitter,Text,41,129987,12458,849,1848,0.1165885819351165,Medium,15155
Twitter,Text,70,4017,270,35,16,0.0799103808812546,Medium,321
Facebook,Video,58,138295,8815,1670,704,0.0809067572941899,Medium,11189
Twitter,Image,115,63852,6370,909,316,0.1189469397982835,Long,7595
Instagram,Video,13,236560,15404,1992,983,0.0776927629354075,Short,18379
Twitter,Text,87,52509,3578,375,97,0.077129634919728,Long,4050
Instagram,Text,46,159147,2232,375,322,0.0184043682884377,Medium,2929
Instagram,Video,40,11531,1006,188,86,0.1110051166420952,Medium,1280
Twitter,Image,14,137738,13403,2184,1545,0.1243810713092973,Short,17132
Facebook,Video,63,223389,21540,3420,1868,0.1200954388980657,Medium,26828
Twitter,Image,44,46023,1376,108,165,0.0358299111313908,Medium,1649
Instagram,Image,58,171308,5196,909,464,0.0383461367828706,Medium,6569
Instagram,Video,113,45023,1933,108,214,0.0500855118494991,Long,2255
Twitter,Video,43,6236,236,38,25,0.0479474021808851,Medium,299
Facebook,Image,11,201547,7559,617,675,0.0439153150381796,Short,8851
Facebook,Image,8,170696,11004,1354,549,0.0756139569761447,Short,12907
Instagram,Image,19,168890,13934,2149,662,0.099147374030434,Short,16745
Instagram,Image,80,166172,15671,2567,2094,0.1223551500854536,Long,20332
Facebook,Text,52,200968,3237,593,115,0.0196299908443135,Medium,3945
Twitter,Video,10,107109,3750,346,347,0.0414811080301375,Short,4443
Instagram,Image,77,267082,8800,736,750,0.0385125167551538,Medium,10286
Instagram,Video,39,131682,5552,1107,687,0.0557859084764812,Short,7346
Facebook,Image,76,211602,10197,827,383,0.0539078080547442,Medium,11407
Twitter,Video,75,26941,1213,181,132,0.0566422924167625,Medium,1526
Facebook,Video,72,96067,9192,1773,907,0.1235804178333871,Medium,11872
Twitter,Image,62,103349,5099,940,566,0.063909665308808,Medium,6605
Twitter,Image,81,192419,11476,1336,1156,0.0725915839911859,Long,13968
Twitter,Video,23,78629,6084,886,566,0.0958425008584619,Short,7536
Instagram,Video,66,169097,12725,1646,1786,0.0955487087293092,Medium,16157
Facebook,Video,75,14651,915,93,59,0.0728277933246877,Medium,1067
Facebook,Text,14,232420,20330,1456,894,0.0975819636864297,Short,22680
Twitter,Image,29,92380,6113,1042,754,0.0856137692141156,Short,7909
Instagram,Text,48,219326,19460,1236,717,0.09763092383028,Medium,21413
Instagram,Text,103,149661,5574,788,604,0.0465451921342233,Long,6966
Facebook,Image,62,42768,935,130,85,0.0268892630003741,Medium,1150
Instagram,Image,29,201058,16839,1687,339,0.0938286464602254,Short,18865
Instagram,Text,97,117784,5232,367,267,0.0498030292739251,Long,5866
Twitter,Image,80,106389,7298,1240,616,0.086042729981483,Long,9154
Instagram,Video,119,73743,5630,671,353,0.0902322932346121,Long,6654
Twitter,Video,115,135472,5338,847,402,0.0486225935986772,Long,6587
Facebook,Text,44,209217,11604,608,1139,0.063814126003145,Medium,13351
Instagram,Text,80,92009,8330,509,958,0.106478714038844,Long,9797
Facebook,Image,74,113866,10154,775,402,0.0995117067430137,Medium,11331
Facebook,Image,14,92471,7161,480,406,0.0870218771290458,Short,8047
Instagram,Text,70,190229,14960,1178,1537,0.092914329571201,Medium,17675
Instagram,Text,113,225482,20471,3131,1975,0.1134325578094925,Long,25577
Facebook,Video,29,63598,4850,276,561,0.0894210509764458,Short,5687
Instagram,Video,75,292159,11850,659,1223,0.0470018038123076,Medium,13732
Twitter,Image,108,199258,4158,227,261,0.0233165042306958,Long,4646
Twitter,Video,91,66430,3186,492,270,0.0594309799789251,Long,3948
Instagram,Image,116,233997,4179,545,564,0.0225985803236793,Long,5288
Facebook,Image,15,52185,1065,112,47,0.0234550158091405,Short,1224
Instagram,Image,40,67306,6428,972,443,0.1165275012628889,Medium,7843
Instagram,Video,53,286560,20296,2700,2626,0.0894123394751535,Medium,25622
Facebook,Text,52,81655,7074,361,476,0.0968832282162757,Medium,7911
Facebook,Text,119,76180,5169,908,380,0.084759779469677,Long,6457
Twitter,Video,91,52262,2491,255,153,0.0554705139489495,Long,2899
Facebook,Text,111,77189,946,103,129,0.0152612418867973,Long,1178
Twitter,Image,11,81952,7869,1316,835,0.1222666926981647,Short,10020
Facebook,Text,95,224505,3678,287,173,0.0184316607647936,Long,4138
Instagram,Video,81,58662,3808,196,447,0.0758753537213187,Long,4451
Twitter,Text,55,54191,1040,193,26,0.0232326401062907,Medium,1259
Twitter,Image,21,145285,5168,650,369,0.0425852634477062,Short,6187
Twitter,Image,36,182059,4865,498,672,0.0331485946863379,Short,6035
Instagram,Video,30,195855,11718,2025,1285,0.0767302341017589,Short,15028
Instagram,Video,26,66353,5960,321,733,0.1057073530963181,Short,7014
Instagram,Video,17,151874,10206,819,1439,0.0820680300775643,Short,12464
Instagram,Image,16,217730,15192,1113,1833,0.0833050107931842,Short,18138
Instagram,Text,75,196718,18059,2901,569,0.109440925588914,Medium,21529
Twitter,Text,5,45671,3537,342,176,0.0887871953756213,Short,4055
Instagram,Video,37,225709,19847,3293,1686,0.1099911833378376,Short,24826
Twitter,Text,18,45388,2154,121,46,0.0511368643694368,Short,2321
Instagram,Text,115,170672,14999,2118,1517,0.1091801818693165,Long,18634
Facebook,Video,68,86944,5923,578,624,0.0819493006993007,Medium,7125
Twitter,Video,47,62690,1392,108,153,0.0263678417610464,Medium,1653
Facebook,Image,62,139808,1885,325,173,0.0170448043030441,Medium,2383
Twitter,Image,45,176943,5655,632,445,0.0380461504552313,Medium,6732
Facebook,Image,85,50165,2209,299,289,0.0557560051828964,Long,2797
Instagram,Image,72,192858,16466,905,1971,0.1002914061122691,Medium,19342
Instagram,Text,119,298391,22890,3862,2279,0.0972918083990468,Long,29031
Instagram,Text,43,124645,11963,1112,310,0.1073849733242408,Medium,13385
Twitter,Image,5,30821,1859,286,204,0.0762142694915804,Short,2349
Facebook,Image,45,137285,10611,1740,982,0.0971191317332556,Medium,13333
Instagram,Video,49,113659,3952,267,435,0.0409470433489648,Medium,4654
Facebook,Text,92,163567,11639,1098,703,0.0821681635048634,Long,13440
Facebook,Text,102,74744,5497,871,665,0.0940945092582682,Long,7033
Instagram,Image,102,122441,10573,896,785,0.1000808552690683,Long,12254
Instagram,Text,92,212701,12395,2196,1689,0.0765393674688882,Long,16280
Facebook,Video,83,115045,7870,761,263,0.0773088791342518,Long,8894
Instagram,Video,85,278407,7871,868,653,0.0337347839673571,Long,9392
Instagram,Text,17,61480,4691,304,219,0.084808067664281,Short,5214
Instagram,Image,75,201913,17254,1244,1362,0.0983591943064587,Medium,19860
Twitter,Text,13,165093,10472,956,691,0.0734071099319777,Short,12119
Facebook,Video,112,121055,2470,141,307,0.024104745776713,Long,2918
Facebook,Image,67,152030,5801,458,242,0.042761297112412,Medium,6501
Twitter,Text,103,199480,10531,1172,1030,0.0638309604972929,Long,12733
Facebook,Image,27,44128,3130,334,227,0.0836430384336475,Short,3691
Instagram,Image,58,92498,3591,286,313,0.0452982767194966,Medium,4190
Facebook,Video,51,45563,3901,242,440,0.1005860017997059,Medium,4583
Instagram,Image,43,22414,974,95,64,0.0505487641652538,Medium,1133
Twitter,Text,91,124452,1724,278,116,0.017018609584418,Long,2118
Instagram,Image,30,249867,20354,2575,610,0.0942061176545922,Short,23539
Facebook,Image,5,189955,12913,2479,1184,0.0872627727619699,Short,16576
Facebook,Text,18,108209,8892,631,659,0.0940956852017854,Short,10182
Facebook,Video,100,40210,1664,134,208,0.0498880875404128,Long,2006
Twitter,Video,119,148362,1719,158,132,0.0135412032730753,Long,2009
Twitter,Text,116,132768,2208,114,322,0.0199144372137864,Long,2644
Facebook,Text,78,6667,133,25,5,0.0244487775611219,Medium,163
Instagram,Video,69,132710,10943,1278,598,0.0965940773114309,Medium,12819
Twitter,Image,73,19660,729,89,51,0.0442014242115971,Medium,869
Facebook,Text,71,75089,7494,552,315,0.1113478671975922,Medium,8361
Facebook,Image,53,85462,6687,1209,978,0.1038356228499216,Medium,8874
Twitter,Text,54,190770,12229,1881,1263,0.0805839492582691,Medium,15373
Twitter,Video,62,137880,13584,1558,291,0.1119306643458079,Medium,15433
Twitter,Image,57,96148,3698,671,352,0.0491013853642301,Medium,4721
Instagram,Image,95,176571,4397,817,534,0.0325534770715462,Long,5748
Instagram,Text,119,38351,2928,168,78,0.0827618575786811,Long,3174
Facebook,Image,61,183734,6435,436,612,0.0407273558513938,Medium,7483
Twitter,Text,90,123359,11903,644,817,0.108334211528952,Long,13364
Instagram,Video,22,79674,7881,1081,753,0.1219343826091322,Short,9715
Twitter,Image,20,38241,3570,295,188,0.1059857221306974,Short,4053
Facebook,Text,6,135270,12854,2271,1370,0.1219413025800251,Short,16495
Instagram,Image,115,43639,2854,342,306,0.0802493182703545,Long,3502
Instagram,Text,17,72983,5275,926,475,0.0914733568091199,Short,6676
Instagram,Text,49,131164,2424,323,339,0.0235277972614436,Medium,3086
Facebook,Text,84,77944,6132,1038,847,0.1028558965411064,Long,8017
Twitter,Video,76,124427,3507,370,91,0.0318901846062349,Medium,3968
Instagram,Image,47,284818,24388,4677,1406,0.1069841091504048,Medium,30471
Facebook,Video,76,15413,1487,223,100,0.1174333354960098,Medium,1810
Twitter,Text,58,56986,1659,231,45,0.0339557084196118,Medium,1935
Facebook,Text,78,182009,3098,318,272,0.0202627342603937,Medium,3688
Twitter,Video,101,25071,1342,255,31,0.0649355829444378,Long,1628
Facebook,Video,35,77229,6274,631,678,0.098188504318326,Short,7583
Twitter,Image,80,176903,14038,2461,285,0.0948768534168442,Long,16784
Instagram,Text,13,177443,12902,1427,311,0.0825053679209661,Short,14640
Twitter,Video,105,130345,10931,1804,1403,0.1084659940926004,Long,14138
Facebook,Text,77,70542,1816,339,95,0.0318958918091349,Medium,2250
